Network,Modularity_Mean_Dist,Hub_Stability_Degree_Dist,Top_1_Share_Dist
US_Election,1.5199078894596298,3.535533905932754,0.5990492415242347
AU_Election,2.973839198462083,3.535533905932754,0.3840803878423257
