Network,Modularity_Mean,Hub_Stability_Degree,Community_Stability_ARI
Marvel,0.42104846375308586,0.9428571428571428,0.6434483210407869
StarWars,0.3333158406219631,0.9619047619047618,0.47655073685939264
US_Election,0.28289264061175945,1.0,0.22474120877802686
AU_Election,0.1926960741347649,1.0,0.13407138594549325
