Network,Node,Degree,PageRank,Betweenness,Community,Label
Marvel,"LITTLE, ABNER",22,8.287843086768344e-05,1.2892847276664318e-06,0,Regular
Marvel,PRINCESS ZANDA,11,5.065222120205808e-05,0.0,0,Regular
Marvel,BLACK PANTHER/T'CHAL,711,0.0017492840805466373,0.007258196505586945,1,Top Node
Marvel,"STEELE, SIMON/WOLFGA",9,5.11632719971182e-05,9.291376419604217e-07,1,Regular
Marvel,"FORTUNE, DOMINIC",15,6.643606638778067e-05,2.1739587533884896e-06,1,Regular
Marvel,"ERWIN, CLYTEMNESTRA",61,0.00017079471625331113,4.040750222199408e-05,0,Regular
Marvel,IRON MAN/TONY STARK ,1522,0.004109121437860457,0.05207961213812991,0,Top Node
Marvel,IRON MAN IV/JAMES R.,465,0.001307160249694467,0.010185434746082701,0,Regular
Marvel,"RAVEN, SABBATH II/EL",11,5.628862862684557e-05,9.81026392479309e-07,1,Regular
Marvel,CARNIVORE/COUNT ANDR,45,0.0001345859551655273,1.9030312375145325e-05,0,Regular
Marvel,GHOST,35,0.00011104646984708461,6.452948212806728e-06,0,Regular
Marvel,"ZIMMER, ABE",72,0.000212912898360936,0.00015172759527128676,0,Regular
Marvel,FU MANCHU,42,0.00015780500204095376,6.97316557765794e-05,2,Regular
Marvel,"TARR, BLACK JACK",30,0.00013683438420403297,4.917641291792179e-05,2,Regular
Marvel,"SMITH, SIR DENIS NAY",28,0.00012607520007764175,3.972234346225427e-05,2,Regular
Marvel,SHANG-CHI,127,0.0004519793762028346,0.0016130713086929807,2,Regular
Marvel,STARSHINE II/BRANDY ,166,0.0005490690677683178,0.013074198444867513,3,Regular
Marvel,"ROM, SPACEKNIGHT",241,0.0006990154301251199,0.0024931171516798262,2,Regular
Marvel,MAN-THING/THEODORE T,188,0.0005542538533535195,0.0011341408139154548,2,Regular
Marvel,"WU, LEIKO",44,0.00015591375045788313,0.00011856308425809614,2,Regular
Marvel,DOCTOR DREDD,14,6.339785771627972e-05,7.517357880443295e-07,2,Regular
Marvel,"RESTON, CLIVE",32,0.00013726447115498707,5.9963553028925695e-05,2,Regular
Marvel,"JACKSON, STEVE",71,0.0002326261369381337,0.00024093769374128706,3,Regular
Marvel,MYSTIQUE/RAVEN DARKH,395,0.0009463750657386011,0.00164042824162301,5,Regular
Marvel,BLOB/FRED J. DUKES,423,0.0009914821258238194,0.0013657057723035152,5,Regular
Marvel,TORPEDO III/BROCK JO,224,0.0005372729181772547,0.0023555204688088037,2,Regular
Marvel,PYRO/ALLERDYCE JOHNN,298,0.0006946524629565493,0.0009164863621056729,5,Regular
Marvel,AVALANCHE/DOMINIC PE,277,0.0006466939008307422,0.0007391932528723281,5,Regular
Marvel,ROGUE /,831,0.0019536858794683854,0.004179663261990013,5,Top Node
Marvel,DESTINY II/IRENE ADL,228,0.0005358290501170047,0.00046450784924828066,5,Regular
Marvel,HYBRID/JAMES JIMMY M,30,9.311061343744614e-05,2.7274506624207104e-06,5,Regular
Marvel,"CLARK, SARAH",53,0.00017758489081201137,4.569745643339757e-05,3,Regular
Marvel,"KILLBURN, MACK",17,6.887042691102034e-05,6.424350771396861e-07,3,Regular
Marvel,"JONES, TAMMY ANNE",52,0.00015911801607262089,6.474349639990974e-05,3,Regular
Marvel,"JONES, LORRAINE LORR",52,0.00015911801607262089,6.474349639990974e-05,3,Regular
Marvel,"JONES, NELL",46,0.00014622671859437574,6.2648508935781e-05,3,Regular
Marvel,"JONES, DANIEL DANNY",52,0.00015911801607262089,6.474349639990974e-05,3,Regular
Marvel,"CLARK, JOHN",53,0.00017758489081201137,4.569745643339757e-05,3,Regular
Marvel,SUB-MARINER/NAMOR MA,979,0.0024664304651436098,0.009406762826383218,2,Top Node
Marvel,VASHTI,210,0.0005363515906806269,0.0004557107520657078,13,Regular
Marvel,SEAWEED MAN,5,3.476704699120391e-05,0.0,13,Regular
Marvel,NOVA/RICHARD RIDER,681,0.0016021947009356304,0.007243196834603136,3,Top Node
Marvel,FIRESTAR/ANGELICA JO,613,0.001473768334064071,0.007295629680455212,3,Regular
Marvel,THUNDERBALL/DR. ELIO,212,0.0004955403220246133,0.00043387285541234276,7,Regular
Marvel,NAMORITA/NITA PRENTI,596,0.0014401493514248666,0.004152153217247765,3,Regular
Marvel,SPEEDBALL/ROBBIE BAL,503,0.0012456532949168615,0.005218061135583503,3,Regular
Marvel,HULK/DR. ROBERT BRUC,1055,0.0030164207424395084,0.024631561261581524,2,Top Node
Marvel,NIGHT THRASHER/DUANE,384,0.0009567444437279183,0.0032821085093620527,3,Regular
Marvel,SPIDER-MAN/PETER PAR,1737,0.0053227271179795135,0.08497202884060578,1,Top Node
Marvel,JUSTICE II/VANCE AST,489,0.0011884046462983557,0.00517870177983098,3,Regular
Marvel,TIGRA/GREER NELSON,516,0.0011839574956897668,0.0024304646431475407,0,Regular
Marvel,WASP/JANET VAN DYNE ,1091,0.002640270811118347,0.0109311524519451,0,Top Node
Marvel,GALACTUS/GALAN,399,0.0009407793933524542,0.001459497953853458,8,Regular
Marvel,MOCKINGBIRD/DR. BARB,522,0.0012121165745729845,0.0031434967929875263,0,Regular
Marvel,SILVER SURFER/NORRIN,667,0.00189894759476369,0.020639293885884688,8,Top Node
Marvel,HAWK,1175,0.00305790281493336,0.029270614456892798,0,Top Node
Marvel,LORD CHAOS,135,0.00031382137325455583,6.612794170153535e-05,7,Regular
Marvel,SCARLET WITCH/WANDA ,1325,0.0032129555349691913,0.016890695617452506,0,Top Node
Marvel,QUICKSILVER/PIETRO M,875,0.0020323972777496783,0.004767872613126823,0,Top Node
Marvel,UATU,526,0.0012045568728623064,0.004360880174704788,8,Regular
Marvel,CAPTAIN AMERICA,1908,0.005118968796089033,0.07771267741224784,0,Top Node
Marvel,THUNDERSTRIKE/ERIC K,534,0.001219325533954335,0.005640012476217488,7,Regular
Marvel,WONDER MAN/SIMON WIL,1033,0.0024715717433340945,0.015180545588606096,0,Top Node
Marvel,DEATHLOK III/MICHAEL,190,0.0005614009497954191,0.0014747577496739613,10,Regular
Marvel,OBLIVION,80,0.0001951686355603771,3.66987550120975e-05,7,Regular
Marvel,WOLVERINE/LOGAN ,1371,0.0038704010402762384,0.0395894546889733,5,Top Node
Marvel,SHE-HULK/JENNIFER WA,1071,0.0026130448952302212,0.009927930566275417,8,Top Node
Marvel,VISION ,1241,0.002899715527029212,0.010740503266473056,0,Top Node
Marvel,PSYLOCKE/ELISABETH B,694,0.0016274389309893563,0.005492007119400295,5,Top Node
Marvel,MARVEL GIRL/JEAN GRE,1005,0.002531695533482195,0.011038728239738164,5,Top Node
Marvel,STORM/ORORO MUNROE S,1072,0.0025752476563247837,0.009432593283957668,5,Top Node
Marvel,ETERNITY/ADAM QADMON,318,0.0007065390978617601,0.0003248530235662225,8,Regular
Marvel,KISMET/J'RIDIA STARD,195,0.00047631488379258304,0.000952198405531007,7,Regular
Marvel,IN-BETWEENER,93,0.00023849075065973102,9.735089120552653e-05,8,Regular
Marvel,MR. FANTASTIC/REED R,1379,0.003570798734302076,0.028588685639205042,13,Top Node
Marvel,ANGEL/WARREN KENNETH,1073,0.00257927778513778,0.009664298796793399,5,Top Node
Marvel,DEATH,280,0.0006306576205361489,0.0017953293098310983,8,Regular
Marvel,MASTER ORDER,120,0.0002821424190714802,5.642091537571993e-05,8,Regular
Marvel,JUBILEE/JUBILATION L,449,0.001153877971337314,0.007305506629082614,5,Regular
Marvel,THING/BENJAMIN J. GR,1416,0.0036738649138112604,0.026639743197837514,13,Top Node
Marvel,INVISIBLE WOMAN/SUE ,1236,0.003123878241622162,0.015679532775475395,13,Top Node
Marvel,INFINITY II,123,0.00028146488700497776,4.30791081077371e-05,8,Regular
Marvel,PUNISHER II/FRANK CA,484,0.0017198628467913026,0.013022890688663864,1,Regular
Marvel,ANDROMEDA/ANDROMEDA ,119,0.0002980190927609496,0.00016065324852463847,2,Regular
Marvel,BEAST/HENRY &HANK& P,1267,0.003184846623210486,0.019957279687004885,5,Top Node
Marvel,GHOST RIDER III/DAN ,296,0.0010739194314322736,0.004712384521609031,2,Regular
Marvel,CYCLOPS/SCOTT SUMMER,1081,0.002594375633815098,0.008359213378294537,5,Top Node
Marvel,LIVING LASER/ARTHUR ,70,0.00018021651546648595,8.186705060929095e-06,0,Regular
Marvel,"CABE, BETHANY",106,0.0002953426936574249,5.0769909931371484e-05,0,Regular
Marvel,SPYMASTER/JAKE JORDA,45,0.0001337831974270803,7.501960007994248e-06,0,Regular
Marvel,"HOGAN, VIRGINIA PEPP",260,0.0007282082380983799,0.0015122661285278036,0,Regular
Marvel,"HOGAN, HAROLD J. HAP",221,0.0006297329807595144,0.0026259038707005158,0,Regular
Marvel,BATROC/GEORGES BATRO,175,0.00047186907880225333,0.0009560505096688396,2,Regular
Marvel,"CARTER, SHARON",258,0.0007121719049030553,0.0024403885341352646,11,Regular
Marvel,KARNILLA [ASGARDIAN],186,0.0004278293837762227,0.0002722912330412079,7,Regular
Marvel,HEIMDALL [ASGARDIAN],257,0.0006023508831193655,0.0005588287436126768,7,Regular
Marvel,ENCHANTRESS/AMORA/HE,319,0.0007712722297812995,0.0028374486648299405,7,Regular
Marvel,LOKI [ASGARDIAN],425,0.0009810580269586507,0.004050464678948204,7,Regular
Marvel,NIGHTMARE/EDVARD HAB,142,0.00042689213168867137,0.0022611504111962415,2,Regular
Marvel,ZANIAC/BRAD WOLFE,10,4.5402989069006536e-05,0.0,7,Regular
Marvel,THOR/DR. DONALD BLAK,1289,0.00319978286097701,0.02687823721546878,7,Top Node
Marvel,SONIC,26,8.437923607917882e-05,9.891395792389851e-07,0,Regular
Marvel,CHAIN,26,8.437923607917882e-05,9.891395792389851e-07,0,Regular
Marvel,SPIDER-WOMAN II/JULI,411,0.0010114054315171583,0.0020475504867984743,0,Regular
Marvel,"CARPENTER, RACHEL",97,0.0002593759487345182,0.0002223528579260214,0,Regular
Marvel,GRASP,26,8.437923607917882e-05,9.891395792389851e-07,0,Regular
Marvel,"CLEMSON, MIKE",36,0.00010512464063993092,3.5885121243680354e-06,0,Regular
Marvel,"COOPER, DR. VALERIE",539,0.0012589668763792233,0.0027878058085793697,5,Regular
Marvel,"CARPENTER, LARRY",50,0.00013886472714286913,5.0916250554455986e-05,0,Regular
Marvel,RED GUARDIAN III/DR.,162,0.00038123146306314897,0.00015948516164230198,2,Regular
Marvel,DR. STRANGE/STEPHEN ,1067,0.003038166364057739,0.028922688459228706,2,Top Node
Marvel,DOLLAR BILL,59,0.00015350870414977758,7.730433928617645e-06,2,Regular
Marvel,HELLCAT/PATSY WALKER,365,0.0008849034638822953,0.0010254479164818193,2,Regular
Marvel,NIGHTHAWK II/KYLE RI,252,0.0006112967062440307,0.0002706890473753088,2,Regular
Marvel,DEVIL-SLAYER/ERIC SI,159,0.0003912804414668733,0.0002942794742525729,2,Regular
Marvel,"NORRISS, SISTER BARB",389,0.0009057207495515351,0.0006509447334063282,2,Regular
Marvel,"BANNER, BETTY ROSS T",344,0.000955423148587426,0.004519089249932689,2,Regular
Marvel,"ROSS, GEN. THADDEUS ",329,0.0009003758206217715,0.0012838539712139965,2,Regular
Marvel,COBALT MAN,28,8.64592879087419e-05,1.2396993986175149e-06,2,Regular
Marvel,MASTERMIND/JASON WYN,142,0.00033210509794298875,6.063612814994957e-05,5,Regular
Marvel,"ROBERTS, TED",30,9.616766739284588e-05,6.334806231827004e-06,5,Regular
Marvel,"ARMBRUSTER, COLONEL ",28,0.00010204146868613608,7.595978932849253e-06,2,Regular
Marvel,GORGON [INHUMAN],439,0.0010323248254913294,0.0020336594558064284,13,Regular
Marvel,LOCKJAW [INHUMAN],395,0.0009452719198653183,0.0009904857804687744,13,Regular
Marvel,CRYSTAL [INHUMAN],701,0.0016406986874278032,0.0031698637683894608,13,Top Node
Marvel,BLACK BOLT/BLACKANTO,444,0.0010484757397813903,0.0017515244203078453,13,Regular
Marvel,TRITON,420,0.0009840960904282038,0.001554851931331399,13,Regular
Marvel,KARNAK [INHUMAN],445,0.0010551975971649702,0.002144564742870016,13,Regular
Marvel,WARLOCK II/ADAM WARL,302,0.0007018606860539634,0.0005511614623695233,8,Regular
Marvel,ANALYZER,128,0.00029421619573501785,0.00040379887008459175,7,Regular
Marvel,MAN-BEAST,98,0.00024549360404273386,7.906146678394859e-05,5,Regular
Marvel,ABOMINATION/EMIL BLO,187,0.0005134115079259773,0.0019172120064758359,2,Regular
Marvel,RHINO,311,0.0007891386046052525,0.0014049075560169102,1,Regular
Marvel,"WILSON, JIM",72,0.000200110113694357,4.191517278129782e-05,2,Regular
Marvel,JUGGERNAUT/CAIN MARK,282,0.0006816819217998792,0.0022883570299692883,5,Regular
Marvel,PROFESSOR X/CHARLES ,1032,0.00250684943170028,0.007452985103560011,5,Top Node
Marvel,"CORBEAU, DR. PETER",206,0.00048233096820175255,0.0006533001955323903,5,Regular
Marvel,"BRICKFORD, CLAY",31,9.858281299820448e-05,4.936227663892867e-06,3,Regular
Marvel,MISSING LINK,23,8.180755724711992e-05,2.349913469724033e-06,3,Regular
Marvel,"STACY, PAUL",71,0.00023251427629717136,5.0739145097688135e-06,1,Regular
Marvel,VENOM/EDDIE BROCK,157,0.00047803896691403996,0.0005487094357449835,1,Regular
Marvel,"PARKER, MAY",488,0.0014704179232775789,0.005924424747682876,1,Regular
Marvel,"STACY, ARTHUR",95,0.00028186755151792523,3.7002517921860065e-05,1,Regular
Marvel,"STACY, JILL",158,0.0004957475414163908,0.0011054220206730568,1,Regular
Marvel,BLADE,59,0.0002534379146718042,0.00010870158176548685,2,Regular
Marvel,"ROBERTSON, JOE",643,0.0018100357280492615,0.005988608393006959,1,Top Node
Marvel,"FORTUNATO, GIACOMO J",62,0.00019645357807506568,1.011016386047828e-05,1,Regular
Marvel,MORBIUS/DR. MICHAEL ,113,0.00039312278327129655,0.0006087195981573339,1,Regular
Marvel,"LEEDS, BETTY BRANT",414,0.0011993218466532065,0.0030769553696933533,1,Regular
Marvel,KINGPIN/WILSON FISK,442,0.0013277121332490546,0.0035606193090632282,1,Regular
Marvel,"GARTH, DONNA",15,0.00010005053107663459,8.258041064975125e-05,1,Regular
Marvel,ZOMBIE/SIMON GARTH,13,8.501050272454854e-05,8.14827976111651e-05,1,Regular
Marvel,"WATSON-PARKER, MARY ",800,0.002505325426033074,0.020673421281499196,1,Top Node
Marvel,"WATSON, ANNA",277,0.0008011102593270184,0.0013385397713267775,1,Regular
Marvel,"SPAULDING, PETER",39,0.0001270723500428303,3.7584044136709666e-05,13,Regular
Marvel,MACHINE MAN/X-51,257,0.0006032586524589329,0.0006071656191448593,2,Regular
Marvel,JOCASTA,217,0.0005434203947971247,0.0015932517226106553,0,Regular
Marvel,"GARVIN, GEARS",47,0.00012693431958755208,5.121682889354658e-06,0,Regular
Marvel,ULTRON,183,0.00044208705725213047,0.0005427749836793595,0,Regular
Marvel,"CALDRONE, JAVIER",37,0.00011845206840158367,1.3814062836605682e-05,1,Regular
Marvel,"JAMESON, J. JONAH",920,0.002647476972803241,0.019793079710277075,1,Top Node
Marvel,DOLMAN,25,9.864629445648177e-05,3.88134484236306e-07,1,Regular
Marvel,"URICH, BEN",407,0.0011782069713361096,0.0031064306446917265,1,Regular
Marvel,"KWAN, TERRY",39,0.00012389977526418866,1.496377566441854e-05,1,Regular
Marvel,OVERRIDE/DR. GREGORY,63,0.00020678417839784189,8.313134271592205e-05,1,Regular
Marvel,ICEMAN/ROBERT BOBBY ,945,0.0022298783406234698,0.005971119786408021,5,Top Node
Marvel,"THOMPSON, EUGENE FLA",349,0.0010033780712961355,0.00225708372832994,1,Regular
Marvel,"THORSON, DR. WALTER",33,0.00010646923660106712,8.035540446391283e-06,1,Regular
Marvel,"MAXWELL, MORRIS",33,0.00013303458302062608,9.35627350420358e-06,1,Regular
Marvel,"LUMLEY, JUDY",13,5.830386481240759e-05,0.0,1,Regular
Marvel,"GRANT, GLORIA GLORY",266,0.0007542712169119695,0.0008367545401162747,1,Regular
Marvel,"FAIRMONT, HANNAH",86,0.00022412877343316927,6.385454724158339e-05,7,Regular
Marvel,"MCCORMICK, BARRY",7,4.042885874520838e-05,0.0,1,Regular
Marvel,TOKKOTS,31,9.996418293215924e-05,9.2901963471048e-06,7,Regular
Marvel,STAR THIEF II,9,4.341064720299602e-05,0.0,2,Regular
Marvel,GARGOYLE II/ISAAC CH,263,0.0006557334403802342,0.0006995690015193961,2,Regular
Marvel,KUBIK,37,0.0001038327502778042,3.4183775169879232e-06,8,Regular
Marvel,CLOUD,43,0.0001264496467188736,8.388260310698242e-06,2,Regular
Marvel,MANSLAUGHTER,26,8.612330110943184e-05,1.6300783880298274e-06,2,Regular
Marvel,"SOUTHERN, CANDY",169,0.0003995678347242027,0.00021370056707526908,5,Regular
Marvel,INTERLOPER,25,8.182444817330831e-05,4.346411539233363e-07,2,Regular
Marvel,MOONDRAGON/HEATHER D,574,0.0013365147717207034,0.0027380322799215465,8,Regular
Marvel,DRAGON OF THE MOON,14,5.405239305778047e-05,1.2161425902864259e-08,2,Regular
Marvel,HUMAN TORCH/JOHNNY S,1361,0.003499585942889808,0.018716664313441635,13,Top Node
Marvel,BEYONDER,236,0.0005449726525014198,0.0004145571052704125,5,Regular
Marvel,DR. OCTOPUS/OTTO OCT,232,0.0006113686516854053,0.0005861757579452723,1,Regular
Marvel,"WARD, SEN. STEWART",43,0.00012804405223561095,7.522644196654619e-06,1,Regular
Marvel,BULLSEYE II/BENJAMIN,93,0.0002944144593818195,0.0003929171703272102,5,Regular
Marvel,MISTER HYDE/CALVIN Z,208,0.0004961679545067261,0.0003703162421404009,11,Regular
Marvel,COACHWHIP,78,0.00019197024433660994,4.8121708237157176e-05,11,Regular
Marvel,COBRA/KLAUS VORHEES,235,0.0005443569938167256,0.001537201473400211,11,Regular
Marvel,ASP II/CLEO,152,0.00035288837519078506,0.00025076758982485594,11,Regular
Marvel,BUSHMASTER II/QUINCY,87,0.0002178355024680161,6.717535789876711e-05,11,Regular
Marvel,FER DE LANCE/TERESA,70,0.00017065999926631299,2.9104283690653306e-05,11,Regular
Marvel,BLACK MAMBA/TANYA SE,171,0.00039315784219446227,0.0003093626447623272,11,Regular
Marvel,BLACK RACER/,71,0.0001726001894959631,1.0012496476337625e-05,11,Regular
Marvel,ROCK PYTHON,77,0.0001873018410372975,3.476733021775556e-05,11,Regular
Marvel,ANACONDA/BLANCHE SIT,166,0.00038198963207159694,0.0003687475595949066,11,Regular
Marvel,PUFF ADDER,80,0.0001955527394839337,3.8167099056016105e-05,11,Regular
Marvel,BOOMSLANG/,80,0.0001915288833327,3.333777470987106e-05,11,Regular
Marvel,RATTLER,106,0.00025056791430545203,5.5247283407952964e-05,11,Regular
Marvel,COPPERHEAD III/DAVIS,65,0.00015947448085732181,6.387984768477908e-06,11,Regular
Marvel,"MOREAU, DAVID",50,0.00012968819323192068,1.9258145047612484e-06,5,Regular
Marvel,"RANSOME, JENNIFER AM",118,0.00028080055072571817,7.464524346302375e-05,5,Regular
Marvel,"MOREAU, PHILLIP",107,0.0002566537898102214,5.871954142191182e-05,5,Regular
Marvel,HAVOK/ALEX SUMMERS ,782,0.0019640552730581617,0.03421849111290023,5,Top Node
Marvel,WIPEOUT,47,0.00012379079922194942,1.0752058191101513e-06,5,Regular
Marvel,DAZZLER II/ALLISON B,376,0.0008725873404022718,0.0014026791872667405,5,Regular
Marvel,LONGSHOT,222,0.0005886158613387941,0.0016129481679624978,5,Regular
Marvel,"SUMMERS, MADELYNE MA",251,0.0006497853598890042,0.0009125166134312359,5,Regular
Marvel,COLOSSUS II/PETER RA,1025,0.002377561052251983,0.007899812236279063,5,Top Node
Marvel,MALICE IV,66,0.00016127598516534611,1.9731821311377946e-06,5,Regular
Marvel,"SUMMERS, NATHAN CHRI",585,0.001572766093895692,0.0055100716278561855,5,Regular
Marvel,POLARIS/LORNA DANE,564,0.0013117748600667294,0.0022242148187126844,5,Regular
Marvel,MR. SINISTER/NATHAN ,189,0.0005085969495994118,0.0005943449123414049,5,Regular
Marvel,N'ASTIRH,108,0.00025314493936479517,0.00010484528747746615,5,Regular
Marvel,GATEWAY,182,0.00043470408851642195,0.00012171514396522045,5,Regular
Marvel,"TILBY, TRISH/PATRICI",299,0.0007387038601594803,0.0015646733696965472,5,Regular
Marvel,"CONOVER, REV. WILLIA",13,5.1824164289190186e-05,0.0,5,Regular
Marvel,"CONOVER, HANNAH",13,5.1824164289190186e-05,0.0,5,Regular
Marvel,WOLFSBANE/RAHNE SINC,538,0.0012390619157454606,0.005087208248761987,5,Regular
Marvel,WARLOCK III,279,0.0006555580828751714,0.001329205120634171,5,Regular
Marvel,SUNSPOT/ROBERTO DACO,521,0.0012772309754465242,0.004760103281666741,5,Regular
Marvel,MAGIK/ILLYANA RASPUT,265,0.0005923425626519131,0.0011244462057018792,5,Regular
Marvel,MAGNETO/MAGNUS/ERIC ,526,0.0011935950039068492,0.004717941955691626,5,Regular
Marvel,CANNONBALL II/SAM GU,641,0.0016113682883558149,0.006650709678045931,5,Top Node
Marvel,MIRAGE II/DANIELLE M,398,0.0010099655013420718,0.003364098074622974,5,Regular
Marvel,S'YM,139,0.00033990004271854763,0.0002403894586855939,5,Regular
Marvel,"GRIFFITH, D.W.",89,0.00026861437361125584,0.002123033523272291,2,Regular
Marvel,MACE,9,4.8429628534970185e-05,1.3867388633606296e-06,2,Regular
Marvel,"CAGE, LUKE/CARL LUCA",607,0.0015670943355743478,0.013970578550627402,2,Regular
Marvel,PIPELINE/CORMICK GRI,111,0.00026340493160487426,6.461441725129111e-05,5,Regular
Marvel,PUNCHOUT,41,0.00011381143215811679,1.1095008520745254e-05,5,Regular
Marvel,HAWKSHAW,60,0.00015623238228277254,1.753698369013262e-05,5,Regular
Marvel,MOLECULE MAN/OWEN RE,158,0.00036487800566428047,0.00011053348081416843,8,Regular
Marvel,"JARVIS, EDWIN ",986,0.002403414713826579,0.016911855215162083,0,Top Node
Marvel,GHOST RIDER II/JOHNN,271,0.0008312090304561431,0.002200266423610677,2,Regular
Marvel,ANT-MAN/DR. HENRY J.,1082,0.002650033681354257,0.009688907882656653,0,Top Node
Marvel,"ARBOGAST, BAMBI",187,0.0005097216426837634,0.0008541466825930005,0,Regular
Marvel,EGGHEAD/PROF. ELIHAS,73,0.0001874699215879302,3.487692954817556e-05,2,Regular
Marvel,"STARR, TRIXIE TRISH",57,0.0001491613906558279,4.168754166348213e-06,2,Regular
Marvel,"STANKOWICZ, FABIAN",198,0.0004691733633852661,0.0008629510418206528,11,Regular
Marvel,HERCULES [GREEK GOD],991,0.002300121716933269,0.006176444944328116,7,Top Node
Marvel,BLACK WIDOW/NATASHA ,922,0.0023274078122169626,0.010596523735090893,0,Top Node
Marvel,MOON KNIGHT/MARC SPE,439,0.0011660237778594932,0.004341786241292657,2,Regular
Marvel,DRAX/ARTHUR DOUGLAS,303,0.0007033661846257262,0.0006699397351847667,8,Regular
Marvel,"HARDY, MORGAN MACNEI",8,4.276506462232998e-05,2.227470810497377e-06,0,Regular
Marvel,SPIDER-MAN CLONE/BEN,355,0.0011499083916061239,0.007144481521831124,1,Regular
Marvel,KAINE,131,0.00041606707734692633,0.0002776226179517218,1,Regular
Marvel,GREGOR,23,8.869257318838521e-05,9.599531995557273e-06,1,Regular
Marvel,"RAVEN, LT. JACOB",83,0.0002956786801897374,0.00010297477561045625,1,Regular
Marvel,"TREVANE, DET. CONNOR",63,0.00019598525021382473,3.0537456260968004e-06,1,Regular
Marvel,GRIM HUNTER/KRAVINOF,24,0.0001029057852207538,2.744348759906724e-06,1,Regular
Marvel,"ELLIS, KEN",128,0.0004271956170545147,0.0003016040962568602,1,Regular
Marvel,"BYRNES, GAYLE WATSON",37,0.0001227049682386302,4.2427169707618346e-06,1,Regular
Marvel,TOMBSTONE/LONNIE THO,145,0.0004720852908911149,0.0005771508660877946,1,Regular
Marvel,SPIDERCIDE,79,0.00021908538769717143,5.6172232244047144e-05,1,Regular
Marvel,JACKAL/MILES WARREN,86,0.000262578023274112,5.2918782123484566e-05,1,Regular
Marvel,JACK,16,6.67087036014901e-05,0.0,1,Regular
Marvel,"CAPUTO, DR. JULIA",37,0.0001225473136827296,1.1671230036784711e-05,1,Regular
Marvel,GUARDIAN IV,12,5.5980676656604544e-05,0.0,1,Regular
Marvel,GREEN GOBLIN IV/PHIL,77,0.0002465148271826469,2.9964803514199644e-05,1,Regular
Marvel,"STACY, GWEN (CLONE)",55,0.00016039731059022723,7.282202727587339e-06,1,Regular
Marvel,"BUCKNER, GRANT",20,7.652107659625912e-05,1.0108198153030033e-08,1,Regular
Marvel,STUNNER/ANGELINA BRA,66,0.0002044247313491845,0.00016060586279944333,1,Regular
Marvel,"TRAINER, DR. SEWARD",81,0.00025040062295458095,8.914785449420515e-05,1,Regular
Marvel,"TRAVELLER, DR. JUDAS",46,0.00014598210342905396,1.4281307482262617e-08,1,Regular
Marvel,"TOWER, BLAKE",142,0.00041023045251702085,0.00045863856283518236,1,Regular
Marvel,"LOCKER, MR.",22,8.063195587898139e-05,0.0,1,Regular
Marvel,HINDSIGHT LAD/CARLTO,86,0.0002364959404186534,0.00014780382602690907,3,Regular
Marvel,SPEEDBALL II/DARRION,105,0.0002995582664415661,0.00031567295541719357,3,Regular
Marvel,GEE/ALEX POWER,262,0.0006452250427291904,0.002062195907982,3,Regular
Marvel,TURBO II (A)/MICHIKO,244,0.0006112728924065926,0.002092994746560267,3,Regular
Marvel,BLACK CAT/FELICIA HA,301,0.0007891641001884862,0.0024522584743553928,1,Regular
Marvel,D'SPAYRE,94,0.0002864544666119666,0.00032896560571610755,2,Regular
Marvel,"PROUST, PAUL",17,8.865666177088874e-05,2.0378383282618175e-05,1,Regular
Marvel,MACHETE/FERDINAND LO,36,0.00010994163340865233,4.4664431392623797e-05,3,Regular
Marvel,ZARAN/MAXIMILLIAN ZA,68,0.0002060593437035588,0.0002432428581639321,5,Regular
Marvel,SILVER SABLE,200,0.0005340177375782258,0.0004895062018765815,1,Regular
Marvel,TRICKSHOT,16,6.793352532240853e-05,6.102998937142084e-07,0,Regular
Marvel,SWORDSMAN/JACQUES DU,156,0.00036475288648385646,0.00011206871887920643,0,Regular
Marvel,SANDMAN/WILLIAM BAKE,377,0.0009264514245565633,0.0017996086531493335,1,Regular
Marvel,"PEREGRINE, LE/FRANCK",137,0.0003131168216676895,7.505843858573584e-05,2,Regular
Marvel,RED SKULL II/ALBERT ,28,8.785972605334042e-05,2.872936062916018e-06,1,Regular
Marvel,GUDRUN [ASGARDIAN],35,9.748220798134338e-05,1.3386407892920816e-06,7,Regular
Marvel,VOLSTAGG,350,0.000825641561652359,0.002161496809200758,7,Regular
Marvel,HOGUN [ASGARDIAN],393,0.0009153212216780379,0.002602797056556924,7,Regular
Marvel,FANDRAL [ASGARDIAN],393,0.0009157693258588065,0.002607550994868485,7,Regular
Marvel,VIZIER,189,0.00044791791571656967,0.0005062637235141691,7,Regular
Marvel,ODIN [ASGARDIAN],423,0.0010204663579770758,0.00436031962042308,7,Regular
Marvel,DOMINO III/BEATRICE/,333,0.0009280560405601732,0.0015300169310086184,5,Regular
Marvel,HYDROMAN/MORRIE BENC,214,0.0005235156920517732,0.00018673803631158065,1,Regular
Marvel,STILT-MAN/WILBUR DAY,130,0.0003521821407976526,0.0006301317815106493,1,Regular
Marvel,BLOCKADE/DEXTER PARI,29,0.0001175706532473295,2.2374411417919728e-05,5,Regular
Marvel,"MERRYWEATHER, IRENE",149,0.0005357415381510651,0.0009838948515595773,5,Regular
Marvel,BLAQUESMITH,163,0.0005002833134380206,0.000721503200161002,5,Regular
Marvel,"WORTHINGTON, KATHRYN",31,9.556760327799439e-05,7.968137388216836e-07,5,Regular
