Network,Node,Degree,PageRank,Betweenness,Community,Label
Marvel,AINET,14,5.4361753157418224e-05,0.0,5,Regular
Marvel,KIKO,19,6.41172301504147e-05,0.0,5,Regular
Marvel,"ARMSTRONG, MYRA",20,6.724052727790787e-05,1.145391460817165e-08,5,Regular
Marvel,PILGRIMM,10,4.507825141592961e-05,0.0,5,Regular
Marvel,"MCKENZIE, LEONARD",6,3.616771306629781e-05,0.0,2,Regular
Marvel,HYPNO-HUSTLER/,8,4.2872293378832335e-05,0.0,1,Regular
Marvel,MILLENIUS,9,4.2828919136406306e-05,0.0,0,Regular
Marvel,STONE-FACE,7,3.956041016744133e-05,0.0,1,Regular
Marvel,SAI/,14,5.6698226443770044e-05,0.0,2,Regular
Marvel,LIONMANE/GEN. LO CHI,14,5.6698226443770044e-05,0.0,2,Regular
Marvel,"PROSPERO, DR./HARPER",10,4.6374179219478695e-05,0.0,5,Regular
Marvel,MUSTANG/,11,4.889261578313136e-05,8.192960608245396e-09,5,Regular
Marvel,"MARTINEZ, MRS.",6,4.504305805181716e-05,0.0,1,Regular
Marvel,"HARRIGAN, CHESTER CH",3,3.912776846248564e-05,0.0,0,Regular
Marvel,SKULLCRASHER/,3,3.912776846248564e-05,0.0,0,Regular
Marvel,"BRANDEIS, LIZ PARRIS",6,5.659411076709585e-05,0.0,13,Regular
Marvel,"BRANDEIS, PROF. HENR",6,5.659411076709585e-05,0.0,13,Regular
Marvel,"ARGOSY, HERVE",3,3.0692163525831666e-05,0.0,11,Regular
Marvel,"FONG, KATY",1,2.5690615130943632e-05,0.0,11,Regular
Marvel,SUPER-NOVA,19,6.244250970493689e-05,0.0,0,Regular
Marvel,ABCISSA,15,5.898414312708098e-05,1.3105665904078194e-06,5,Regular
Marvel,PLASMA WRAITH,10,4.715326098310244e-05,0.0,5,Regular
Marvel,SHIVA,8,4.1696287202120134e-05,0.0,5,Regular
Marvel,KOJIRO,11,5.07589780217691e-05,0.0,5,Regular
Marvel,REIKO,14,6.30544025306181e-05,5.092783792683884e-07,5,Regular
Marvel,CUEBALL/,4,3.194195448285725e-05,0.0,5,Regular
Marvel,WORM,48,0.00012166832907269521,3.846593481017267e-07,5,Regular
Marvel,"LANGSTROM, LIEUTENAN",28,9.105787610274105e-05,3.143249997448134e-06,13,Regular
Marvel,REMORA,14,5.5002328923353635e-05,0.0,13,Regular
Marvel,RAMAN,9,4.4483598216950464e-05,0.0,13,Regular
Marvel,"MCKENZIE, LEON",12,5.11662359793978e-05,0.0,13,Regular
Marvel,BLACK MORAY,5,3.408450870475015e-05,0.0,2,Regular
Marvel,SILVER II,38,0.00010641317758824909,0.0,11,Regular
Marvel,PLUTONIUM,38,0.00010641317758824909,0.0,11,Regular
Marvel,CALIFORNIUM,38,0.00010641317758824909,0.0,11,Regular
Marvel,RADIUM,38,0.00010641317758824909,0.0,11,Regular
Marvel,GOLD,38,0.00010641317758824909,0.0,11,Regular
Marvel,NEPTUNIUM,38,0.00010641317758824909,0.0,11,Regular
Marvel,CESIUM,38,0.00010641317758824909,0.0,11,Regular
Marvel,URANIUM,38,0.00010641317758824909,0.0,11,Regular
Marvel,NAUTILUS,4,4.9248376002289525e-05,0.0,2,Regular
Marvel,SLIDE,4,4.9248376002289525e-05,0.0,2,Regular
Marvel,RAZORWIRE,4,4.9248376002289525e-05,0.0,2,Regular
Marvel,HO TI,1,2.536429139824471e-05,0.0,2,Regular
Marvel,MINISTER TOME,24,9.095084494849088e-05,6.864413980424858e-08,5,Regular
Marvel,MINSTER HOARD,24,9.095084494849088e-05,6.864413980424858e-08,5,Regular
Marvel,HETH'SA,8,4.46221225943044e-05,0.0,5,Regular
Marvel,"BOUDREAUX, MARIUS",22,8.613132022373149e-05,0.0,5,Regular
Marvel,MASTIFF,3,6.078378259271914e-05,0.0,5,Regular
Marvel,"MASTIFF, MINNIE",3,6.078378259271914e-05,0.0,5,Regular
Marvel,"DUCRESTE, ABRIAN",3,6.078378259271914e-05,0.0,5,Regular
Marvel,QUIET BILL,9,4.445379302349036e-05,2.0407499316620598e-07,5,Regular
Marvel,MICHELLE,9,6.017879167175839e-05,0.0,0,Regular
Marvel,CHAKA KHAN II,7,4.1618747437215704e-05,0.0,2,Regular
Marvel,"FROST, DEACON",6,5.0077324534771535e-05,0.0,2,Regular
Marvel,"CAULDER, SAFRON",6,5.0077324534771535e-05,0.0,2,Regular
Marvel,MOON KNIGHT | MUTANT,48,0.0001624256003282984,0.0,15,Regular
Marvel,DRAX | MUTANT X-VERS,48,0.0001624256003282984,0.0,15,Regular
Marvel,VOLSTAGG | MUTANT X-,48,0.0001624256003282984,0.0,15,Regular
Marvel,FIN FANG FOOM | MUTA,48,0.0001624256003282984,0.0,15,Regular
Marvel,NAMORITA | MUTANT X-,48,0.0001624256003282984,0.0,15,Regular
Marvel,HOGUN | MUTANT X-VER,48,0.0001624256003282984,0.0,15,Regular
Marvel,DEVIL DINOSAUR | MUT,48,0.0001624256003282984,0.0,15,Regular
Marvel,VALKYRIE II | MUTANT,48,0.0001624256003282984,0.0,15,Regular
Marvel,BROTHER VOODOO | MUT,48,0.0001624256003282984,0.0,15,Regular
Marvel,THOR | MUTANT X-VERS,48,0.0001624256003282984,0.0,15,Regular
Marvel,IRON FIST | MUTANT X,48,0.0001624256003282984,0.0,15,Regular
Marvel,ABSORBING MAN | MUTA,48,0.0001624256003282984,0.0,15,Regular
Marvel,ABOMINATION | MUTANT,48,0.0001624256003282984,0.0,15,Regular
Marvel,BLACK PANTHER | MUTA,48,0.0001624256003282984,0.0,15,Regular
Marvel,POWER MAN II | MUTAN,48,0.0001624256003282984,0.0,15,Regular
Marvel,DR. OCTOPUS | MUTANT,48,0.0001624256003282984,0.0,15,Regular
Marvel,STRONG GUY | MUTANT ,48,0.0001624256003282984,0.0,15,Regular
Marvel,GARGOYLE | MUTANT X-,48,0.0001624256003282984,0.0,15,Regular
Marvel,BETA RAY BILL | MUTA,48,0.0001624256003282984,0.0,15,Regular
Marvel,NOVA | MUTANT X-VERS,48,0.0001624256003282984,0.0,15,Regular
Marvel,FANDRAL | MUTANT X-V,48,0.0001624256003282984,0.0,15,Regular
Marvel,ANGEL II/THOMAS HALL,3,3.884412025361971e-05,0.0,1,Regular
Marvel,STINGER/,3,3.884412025361971e-05,0.0,1,Regular
Marvel,BLOOD SPIDER/,11,5.357046889185013e-05,0.0,1,Regular
Marvel,JAGGED BOW/,11,5.357046889185013e-05,0.0,1,Regular
Marvel,DEATHSHIELD/,11,5.357046889185013e-05,0.0,1,Regular
Marvel,"FITZGERALD, KENNY",8,4.8691858922663874e-05,0.0,1,Regular
Marvel,COPPERHEAD IV/,8,4.8691858922663874e-05,0.0,1,Regular
Marvel,"ABBOTT, JACK",8,4.8691858922663874e-05,0.0,1,Regular
Marvel,VOID-EATER,4,3.804590508962679e-05,0.0,2,Regular
Marvel,SHADOWOMAN/JILLIAN W,4,3.804590508962679e-05,0.0,2,Regular
Marvel,"CARMODY, MRS.",17,7.73918027792168e-05,0.0,5,Regular
Marvel,"CIRE, EYLA",28,0.00011730423394959368,3.83860233001624e-06,5,Regular
Marvel,"HAMID, SHEIK",28,0.00011730423394959368,3.83860233001624e-06,5,Regular
Marvel,AZAZEL,17,7.739180277921679e-05,0.0,5,Regular
Marvel,GAUNT II,23,0.00010107943335232867,1.0609429151703534e-06,5,Regular
Marvel,SECOND/ALECTO,6,4.216138651107554e-05,0.0,5,Regular
Marvel,SHIN,10,5.847914646903392e-05,5.432295137974919e-07,5,Regular
Marvel,"CIRE, MANUEL",24,0.00010506927279985663,6.948251498925933e-07,5,Regular
Marvel,"CIRE, EZRA",18,8.552696461533373e-05,0.0,5,Regular
Marvel,"GLEASON, KAREN",18,8.552696461533373e-05,0.0,5,Regular
Marvel,"CROSS, JASON",18,8.552696461533373e-05,0.0,5,Regular
Marvel,"KITAGOWA, DR. KITTY",8,4.590471082234281e-05,0.0,2,Regular
Marvel,"FRANKENSTEIN, BASIL",8,4.590471082234281e-05,0.0,2,Regular
Marvel,DRAGONHEAD,5,4.050625578279279e-05,0.0,5,Regular
Marvel,DAI-KUMO,6,4.4865163921985094e-05,0.0,5,Regular
Marvel,FRANKIE THE FISH,10,4.698318814654183e-05,0.0,1,Regular
Marvel,"GANNON, RICH",9,5.222053914121297e-05,0.0,1,Regular
Marvel,"CARR, DAN",8,4.9341121494279475e-05,0.0,1,Regular
Marvel,CARLY,8,4.9341121494279475e-05,0.0,1,Regular
Marvel,SCORPIA,21,7.810834999589388e-05,0.0,1,Regular
Marvel,PROTO-GOBLIN/VAN ADD,2,2.8868152797266222e-05,0.0,1,Regular
Marvel,"BECKFORD, NOEL",18,6.704287174924828e-05,0.0,2,Regular
Marvel,ANTORO,18,6.704287174924828e-05,0.0,2,Regular
Marvel,"MARLES, DR. THOMAS",18,6.704287174924828e-05,0.0,2,Regular
Marvel,"KELLEHER, MARY",7,4.628741079796494e-05,0.0,1,Regular
Marvel,"LOBO, LUCKY",7,4.628741079796494e-05,0.0,1,Regular
Marvel,"CARDENAS, PACO",6,4.937848746611344e-05,0.0,1,Regular
Marvel,BEAR/,8,5.827199509745005e-05,0.0,1,Regular
Marvel,REMIPED,16,5.741584459324124e-05,0.0,5,Regular
Marvel,BLUNT,23,7.347198730525765e-05,1.6859365505974232e-07,5,Regular
Marvel,"STUART, DR.",28,8.589237167785742e-05,1.461940418161367e-06,5,Regular
Marvel,EVILHAWK/DARGIN BOKK,16,6.546901208497733e-05,3.5925017519651587e-07,10,Regular
Marvel,"PARTRIDGE, STEVE",16,6.140698088899952e-05,6.534228091780128e-08,1,Regular
Marvel,"GOULDING, DR.",9,4.420228556723963e-05,0.0,1,Regular
Marvel,"JARMAN, TOMMY",2,3.120703763572706e-05,0.0,2,Regular
Marvel,SHRILL/,13,5.19956338870834e-05,0.0,5,Regular
Marvel,GRAVEMOSS,13,5.19956338870834e-05,0.0,5,Regular
Marvel,AUTOLYCUS,10,4.567088480467646e-05,0.0,8,Regular
Marvel,JUDGE KRAY-TOR,10,4.567088480467646e-05,0.0,8,Regular
Marvel,ZEAKLAR,2,2.7725921792103947e-05,0.0,8,Regular
Marvel,TELLIS,16,5.818141648777246e-05,0.0,0,Regular
Marvel,PRIMUS II,16,5.818141648777246e-05,0.0,0,Regular
Marvel,COMMANDO/M-NELL,16,5.818141648777246e-05,0.0,0,Regular
Marvel,BANSHEE 2013,13,5.066672697127062e-05,0.0,5,Regular
Marvel,"JARDINE, AMANDA",4,4.066333232233465e-05,0.0,5,Regular
Marvel,"WISDOM, HAROLD",4,4.066333232233465e-05,0.0,5,Regular
Marvel,GANTRY,17,6.831912547173937e-05,0.0,1,Regular
Marvel,VACUUM,17,6.831912547173937e-05,0.0,1,Regular
Marvel,SATELLITE,17,6.831912547173937e-05,0.0,1,Regular
Marvel,ORBIT,17,6.831912547173937e-05,0.0,1,Regular
Marvel,"BLISS, MISS",22,8.183086327814773e-05,0.0,0,Regular
Marvel,"DABOIA, RUSSELL",22,8.183086327814773e-05,0.0,0,Regular
Marvel,"GRANT, DONALD",22,8.183086327814773e-05,0.0,0,Regular
Marvel,"WOLFE, MR.",22,8.183086327814773e-05,0.0,0,Regular
Marvel,"HALE, TOM",22,8.183086327814773e-05,0.0,0,Regular
Marvel,"GRANT, MARY MEEKS",22,8.183086327814773e-05,0.0,0,Regular
Marvel,"HALE, NAN",22,8.183086327814773e-05,0.0,0,Regular
Marvel,"WALKER, MICKEY",22,8.183086327814773e-05,0.0,0,Regular
Marvel,TETHERBLOOD/,2,2.775954646056226e-05,0.0,5,Regular
Marvel,"VANDERGILL, GEORGE",22,8.160008578409736e-05,0.0,1,Regular
Marvel,NIGHTWATCH/,22,8.160008578409736e-05,0.0,1,Regular
Marvel,"MORELLE, NOLAN",22,8.160008578409736e-05,0.0,1,Regular
Marvel,"CROIX, ASHLEY",22,8.160008578409736e-05,0.0,1,Regular
Marvel,RAPTAR,3,3.078661886039159e-05,0.0,1,Regular
Marvel,"HOLKAR, DR. SHYAM",11,5.147987135536259e-05,0.0,1,Regular
Marvel,"HAVERSHAW, JASON",11,6.578517259841091e-05,0.0,1,Regular
Marvel,"HAVERSHAW, ANDREA",11,6.578517259841091e-05,0.0,1,Regular
Marvel,SKULL-JACKET,11,6.578517259841091e-05,0.0,1,Regular
Marvel,"MURPHY, SEAN",11,6.578517259841091e-05,0.0,1,Regular
Marvel,"CELLANOS, MARCELLA",11,6.578517259841091e-05,0.0,1,Regular
Marvel,"FROST, BYRON",29,9.240595528179406e-05,1.4864802181046872e-06,0,Regular
Marvel,"VANE, ROGER",8,4.4363183344200074e-05,0.0,0,Regular
Marvel,"KAZAKI, SHINJI",3,3.193534409741112e-05,0.0,5,Regular
Marvel,"KAISHEK, YOLYN",5,4.0745542048860716e-05,0.0,5,Regular
Marvel,"KAISHEK, GOM",7,5.392132487553207e-05,0.0,5,Regular
Marvel,"CURSON, LT. TARA",6,5.434585141150776e-05,0.0,8,Regular
Marvel,FUGUE,5,4.606419115857363e-05,0.0,8,Regular
Marvel,CARVER,5,4.606419115857363e-05,0.0,8,Regular
Marvel,"CHEN, JOANNA",4,3.820146131595154e-05,0.0,8,Regular
Marvel,"SAPIR, HERSCHEL",10,4.742610662295248e-05,0.0,1,Regular
Marvel,"WATSON, TOMMY",8,4.433566372836875e-05,0.0,1,Regular
Marvel,"DENNAGER, MICHAEL",10,4.861869645076758e-05,0.0,1,Regular
Marvel,"BRUKNER, DR. FRANK",4,3.68414484325205e-05,0.0,2,Regular
Marvel,SIR BENEDICT,12,5.454170103706171e-05,1.9212715726789526e-07,5,Regular
Marvel,MASTERMIND V,10,4.6905479481309704e-05,0.0,5,Regular
Marvel,"COLE, LYNETTE",2,2.7745767361459917e-05,0.0,8,Regular
Marvel,"CHIANG, PROF.",5,8.763884662196331e-05,0.0,2,Regular
Marvel,"WATKINS, MELODY",5,4.5114947207711275e-05,0.0,5,Regular
Marvel,"WATKINS, STEVIE",5,4.5114947207711275e-05,0.0,5,Regular
Marvel,"HURDLER, THOMAS",5,4.5114947207711275e-05,0.0,5,Regular
Marvel,HOO,4,3.195448343415903e-05,0.0,5,Regular
Marvel,"BERMAN, ADAM",5,3.8353390313335855e-05,0.0,5,Regular
Marvel,"MAHONEY, GINNY",5,3.8353390313335855e-05,0.0,5,Regular
Marvel,FREAK QUINCY,4,3.529768889475057e-05,0.0,0,Regular
Marvel,SAMURAI STEEL/YOSHID,2,2.802425225972974e-05,0.0,0,Regular
Marvel,ARIANE,5,3.899203665411995e-05,0.0,0,Regular
Marvel,MARVEL BOY/MARTIN BU,4,3.448857474435402e-05,0.0,11,Regular
Marvel,"CLEARWATER, JUDGE MA",14,5.5304249008828996e-05,0.0,2,Regular
Marvel,"KITCHENER, CHIEF INS",17,6.2220695521951e-05,0.0,2,Regular
Marvel,SHALAK,10,4.659445503076271e-05,0.0,2,Regular
Marvel,"PAYNE, EDWARD",11,5.094484735842338e-05,0.0,2,Regular
Marvel,"PAYNE, MICHAEL",11,5.094484735842338e-05,0.0,2,Regular
Marvel,"LEFLER, BOB",5,4.7329262601178975e-05,0.0,0,Regular
Marvel,"COWAN, EARL",5,4.7329262601178975e-05,0.0,0,Regular
Marvel,BUMPKIN,21,7.21063576695505e-05,0.0,5,Regular
Marvel,KO-GAR,10,6.459359846134089e-05,0.0,13,Regular
Marvel,"FISHER, PROF. FRANCE",10,6.459359846134089e-05,0.0,13,Regular
Marvel,"VAN NUYS, PROF. RODE",9,5.857405268216127e-05,0.0,13,Regular
Marvel,"LESTRADE, DR.",9,5.857405268216127e-05,0.0,13,Regular
Marvel,"LAO-TSE, GEN.",10,6.459359846134089e-05,0.0,13,Regular
Marvel,"RIFKIN, MARJORIE",10,4.829031833452097e-05,0.0,5,Regular
Marvel,CADAVER,10,4.829031833452097e-05,0.0,5,Regular
Marvel,"CORDOVA, JUAN",10,4.829031833452097e-05,0.0,5,Regular
Marvel,QUORUM/,11,5.592611417011297e-05,0.0,1,Regular
Marvel,MOSH/GLENN,11,5.592611417011297e-05,0.0,1,Regular
Marvel,GOLEM II,1,2.577309267556688e-05,0.0,2,Regular
Marvel,JASMINE,9,5.908255518008838e-05,0.0,2,Regular
Marvel,BELLE,9,5.908255518008838e-05,0.0,2,Regular
Marvel,SUNSPYRE/LEYU YOSHID,15,5.632674608203754e-05,0.0,5,Regular
Marvel,"PROVENZANO, PAULIE",15,5.632674608203754e-05,0.0,5,Regular
Marvel,WRAITH II/HECTOR REN,15,5.632674608203754e-05,0.0,5,Regular
Marvel,"MELLACE, TONY",6,5.477988417477774e-05,0.0,1,Regular
Marvel,OLIVIER,11,0.00010320695439022633,7.214858862556026e-06,1,Regular
Marvel,GADRIEL,11,0.00010320695439022633,7.214858862556026e-06,1,Regular
Marvel,EZEKEEL,7,7.957060335483894e-05,0.0,1,Regular
Marvel,AZAZEL II,7,7.957060335483894e-05,0.0,1,Regular
Marvel,ARMAROS,7,7.957060335483894e-05,0.0,1,Regular
Marvel,SARIEL,7,7.957060335483894e-05,0.0,1,Regular
Marvel,STALKER,5,5.235468114451733e-05,0.0,1,Regular
Marvel,"KRYPT, DR.",20,7.268001054669103e-05,0.0,8,Regular
Marvel,ECLIPTIC,21,7.543594011688886e-05,0.0,8,Regular
Marvel,"MOBIUS, DR.",20,7.268001054669103e-05,0.0,8,Regular
Marvel,DIRECTOR X,15,6.077056728679809e-05,0.0,8,Regular
Marvel,CHINOOK,19,6.957530473288352e-05,3.80647796383075e-08,8,Regular
Marvel,"RON, DAN",12,5.4212177320665816e-05,0.0,8,Regular
Marvel,"STARR, JACQUELINE",12,5.4212177320665816e-05,0.0,8,Regular
Marvel,"VIENNEAU, JACQUES",12,5.4212177320665816e-05,0.0,8,Regular
Marvel,BIOHAZARD,11,7.290723118345859e-05,0.0,10,Regular
Marvel,POWDERKEG/FRANK SKOR,7,5.269978976077576e-05,0.0,10,Regular
Marvel,"ANGSTROM, EARL",9,6.338933866995914e-05,0.0,10,Regular
Marvel,"KELLY, SARA",15,8.934799212215077e-05,0.0,10,Regular
Marvel,"KIMBLE, DR.",13,7.757213104341436e-05,0.0,10,Regular
Marvel,"KELLY, KAREN",15,8.934799212215077e-05,0.0,10,Regular
Marvel,DEATHLOK III DOPPELG,3,3.123195431575531e-05,0.0,10,Regular
Marvel,"WESTPHAL, SIMON",9,4.201502950813351e-05,0.0,5,Regular
Marvel,UGLY JOHN/STEVE,8,4.6038251364235174e-05,0.0,5,Regular
Marvel,MS. NOVA,8,4.6038251364235174e-05,0.0,5,Regular
Marvel,"TRASK, DR. DONALD TR",8,4.6038251364235174e-05,0.0,5,Regular
Marvel,IREZUMI/,19,6.913316050912611e-05,0.0,0,Regular
Marvel,CYBERTOOTH/YEN HSIEH,19,6.913316050912611e-05,0.0,0,Regular
Marvel,PELE/MICHI SASAKI,21,7.437306290042822e-05,4.207195988017906e-08,0,Regular
Marvel,BIG ONE/KENJIRO SASA,22,7.63952659453599e-05,4.207195988017906e-08,0,Regular
Marvel,SHIGARU,15,5.537495478641431e-05,0.0,0,Regular
Marvel,"ANAMI, HIROSHI",16,6.1029138824192066e-05,0.0,0,Regular
Marvel,"TITAN, TRISH",17,6.266445856264065e-05,0.0,0,Regular
Marvel,"HINKLEY, ADMIRAL",17,6.266445856264065e-05,0.0,0,Regular
Marvel,AVATAR II/PRINCESS A,4,3.2743275162249026e-05,0.0,8,Regular
Marvel,"CONRAD, LUTHER DUTCH",2,2.828988495395253e-05,0.0,11,Regular
Marvel,SPELLBINDER/ERICA FO,4,3.1371155479376276e-05,0.0,5,Regular
Marvel,FUTURIST,8,4.0389929804332346e-05,0.0,13,Regular
Marvel,SLASHER II,14,5.442324978590759e-05,0.0,0,Regular
Marvel,RAZORBLADE/,14,5.442324978590759e-05,0.0,0,Regular
Marvel,DORREK II,11,4.635012649286038e-05,0.0,0,Regular
Marvel,WATCHLORD/,2,2.794620310375143e-05,0.0,1,Regular
Marvel,STEEL SPIDER/OLLIE O,1,0.0001556178026766262,0.0,-1,Regular
Marvel,MASTER OF VENGEANCE,1,0.0001556178026766262,0.0,-1,Regular
Marvel,SHELL/,11,8.579486976675958e-05,0.0,1,Regular
Marvel,"ARMSTRONG, ?",11,8.579486976675958e-05,0.0,1,Regular
Marvel,FLARE/,11,8.579486976675958e-05,0.0,1,Regular
Marvel,SHOT/,11,8.579486976675958e-05,0.0,1,Regular
Marvel,STAMPEDE/,11,8.579486976675958e-05,0.0,1,Regular
Marvel,BOMBADIER/,11,8.579486976675958e-05,0.0,1,Regular
Marvel,CLASH/,11,8.579486976675958e-05,0.0,1,Regular
Marvel,CORDITE,11,8.579486976675958e-05,0.0,1,Regular
Marvel,HOTAMITANIO,7,5.973613377351903e-05,0.0,2,Regular
Marvel,CALUMET,7,5.973613377351903e-05,0.0,2,Regular
Marvel,NANABOZHO,7,5.973613377351903e-05,0.0,2,Regular
Marvel,OWAYODATA,7,5.973613377351903e-05,0.0,2,Regular
Marvel,VULTURE III/DR. CLIF,8,4.2702053113539085e-05,0.0,1,Regular
Marvel,SCOPE,1,2.582647776721925e-05,0.0,1,Regular
Marvel,BLACKBIRD/,41,0.00010834134908539251,7.826056563924181e-08,11,Regular
Marvel,"POMEROY, SYLVIA",19,6.4597942811785e-05,0.0,7,Regular
Marvel,VISARA,19,6.4597942811785e-05,0.0,7,Regular
Marvel,HAAG,19,6.4597942811785e-05,0.0,7,Regular
Marvel,LORD OF LIGHT/BOWEN,2,2.783178504823739e-05,0.0,1,Regular
Marvel,VERMIN II,3,3.0399694895190714e-05,0.0,1,Regular
Marvel,"SPENCER, TRACY",14,5.3072724002671654e-05,0.0,0,Regular
Marvel,PAGAN,30,8.890436159113353e-05,6.465881238513506e-07,0,Regular
Marvel,DOMINEX,16,5.612927676319765e-05,0.0,0,Regular
Marvel,"GATES, JUNIOR",14,5.261298626015967e-05,0.0,0,Regular
Marvel,"STORM, CHILI",40,0.00010823902879669034,0.0,0,Regular
Marvel,KHATYLIS,5,3.4564992436695354e-05,0.0,13,Regular
Marvel,ZAKKA,5,3.429967845948816e-05,0.0,7,Regular
Marvel,"PONG, WU",16,6.452264002545206e-05,3.0575883587119876e-06,0,Regular
Marvel,"WANG, LI",10,4.961023604959314e-05,2.3443674972488803e-07,0,Regular
Marvel,SHADOW KING | MUTANT,14,6.778825519937438e-05,0.0,15,Regular
Marvel,"MACTAGGART, MOIRA | ",14,6.778825519937438e-05,0.0,15,Regular
Marvel,JUGGERNAUT | MUTANT ,14,6.778825519937438e-05,0.0,15,Regular
Marvel,PANDEMONIA,24,8.67328236922192e-05,1.804006278114627e-06,5,Regular
Marvel,PELE II,11,5.40983982707057e-05,0.0,5,Regular
Marvel,STYRAK,11,5.40983982707057e-05,0.0,5,Regular
Marvel,BORAKU,11,5.40983982707057e-05,0.0,5,Regular
Marvel,KROTOK,11,5.40983982707057e-05,0.0,5,Regular
Marvel,"WEAVER, ZEKE",9,4.46102769035286e-05,0.0,5,Regular
Marvel,"CISCERNOS, SELENA",15,6.23598404079565e-05,0.0,5,Regular
Marvel,KRUELLA,15,6.23598404079565e-05,0.0,5,Regular
Marvel,BENCHLEY,15,6.23598404079565e-05,0.0,5,Regular
Marvel,"LEONARD, DR.",15,6.23598404079565e-05,0.0,5,Regular
Marvel,"SAUNDERS, DABNEY",18,6.718823599043217e-05,0.0,5,Regular
Marvel,"SMITH, WANDA JO BIAL",18,6.718823599043217e-05,0.0,5,Regular
Marvel,"SILVERCLOUD, SAM",5,4.2862155760267535e-05,0.0,2,Regular
Marvel,TASHA,16,6.308985552597505e-05,0.0,5,Regular
Marvel,ROULETTE/DUDE JENSEN,4,4.035516764600717e-05,0.0,2,Regular
Marvel,COACH,20,0.00012008656387486945,3.608690524489259e-06,5,Regular
Marvel,ORPHAN II/GUY SMITH,13,7.510525276511562e-05,0.0,5,Regular
Marvel,BLOKE/MICKEY TORK,13,7.510525276511562e-05,0.0,5,Regular
Marvel,SAINT ANNA,13,7.510525276511562e-05,0.0,5,Regular
Marvel,U-GO GIRL/EDIE,20,0.00012008656387486945,3.608690524489259e-06,5,Regular
Marvel,PHAT/BILLY BOB REILL,13,7.510525276511562e-05,0.0,5,Regular
Marvel,VIVISECTOR/MYLES ALF,13,7.510525276511562e-05,0.0,5,Regular
Marvel,ANARCHIST/TIKE ALICA,20,0.00012008656387486945,3.608690524489259e-06,5,Regular
Marvel,DOOP,20,0.00012008656387486945,3.608690524489259e-06,5,Regular
Marvel,PLAZM,10,8.221870147289619e-05,0.0,5,Regular
Marvel,GIN GENIE/BECKAH,10,8.221870147289619e-05,0.0,5,Regular
Marvel,BATTERING RAM,10,8.221870147289619e-05,0.0,5,Regular
Marvel,ZEITGEIST II/AXEL CL,10,8.221870147289619e-05,0.0,5,Regular
Marvel,LA NUIT,10,8.221870147289619e-05,0.0,5,Regular
Marvel,SLUK,10,8.221870147289619e-05,0.0,5,Regular
Marvel,"RYCHENKO, MAJ. VALEN",7,4.421228700804651e-05,0.0,5,Regular
Marvel,"RACAL, CONSTANTIN",10,5.666749831501886e-05,0.0,5,Regular
Marvel,PROGENITOR,8,4.7208339324677554e-05,0.0,5,Regular
Marvel,"WENTWORTH, JENNIFER",8,4.7208339324677554e-05,0.0,5,Regular
Marvel,TALISMAN III/NAHITA,8,4.0245853686808126e-05,0.0,8,Regular
Marvel,LLAN,19,6.508595507932093e-05,4.3742922822051314e-07,8,Regular
Marvel,DREAM QUEEN,18,6.006923736763095e-05,0.0,8,Regular
Marvel,"FIDDLER, BARNEY",12,5.038739747918721e-05,0.0,1,Regular
Marvel,D'WON,13,5.5406939099946384e-05,0.0,1,Regular
Marvel,KONO,10,4.78090030365177e-05,0.0,1,Regular
Marvel,BOSHLOVOR,9,4.474304171056201e-05,0.0,0,Regular
Marvel,TABULA RASA,8,4.661350227794953e-05,0.0,0,Regular
Marvel,ANTI-VISION,8,4.661350227794953e-05,0.0,0,Regular
Marvel,JOCASTA II,9,4.900243474320687e-05,6.118545110279694e-07,0,Regular
Marvel,QUASAR,1,2.5632633259933726e-05,0.0,0,Regular
Marvel,"MANNING, ERIKA",7,3.9306816429967e-05,0.0,2,Regular
Marvel,"ALBUQUERQUE, JEREMIA",6,3.8567242202452334e-05,0.0,1,Regular
Marvel,LEGS/,21,8.124975268074834e-05,8.394900579995745e-07,1,Regular
Marvel,"JUSTIN, GLORIA",6,4.048063687305685e-05,0.0,1,Regular
Marvel,"EPURER, GISCARD",11,5.6608164413581454e-05,2.6203235875251433e-06,1,Regular
Marvel,GAMBIT DOPPELGANGER ,1,2.5548881216371456e-05,0.0,11,Regular
Marvel,"MITCHELL, ROBERT",4,4.960648428777275e-05,0.0,2,Regular
Marvel,"SLAVINSKI, SALLY",4,4.960648428777275e-05,0.0,2,Regular
Marvel,DOGGEREL,4,4.960648428777275e-05,0.0,2,Regular
Marvel,FAWKES,29,8.673703842046717e-05,7.049312045283036e-08,0,Regular
Marvel,QUISLING,29,8.673703842046717e-05,7.049312045283036e-08,0,Regular
Marvel,MONMOUTH,29,8.673703842046717e-05,7.049312045283036e-08,0,Regular
Marvel,BRUTUS II,29,8.673703842046717e-05,7.049312045283036e-08,0,Regular
Marvel,"HAMILTON, MICKY",25,0.00011149664615432164,2.7160890809518138e-05,2,Regular
Marvel,POWER MAN III/STEELE,26,0.00011313121060959282,2.6123746414312815e-05,2,Regular
Marvel,"PACE, MICHAEL",9,4.981429224291702e-05,0.0,2,Regular
Marvel,CINDER/,10,5.175937808349118e-05,0.0,2,Regular
Marvel,ANIMATOR II/,10,5.175937808349118e-05,0.0,2,Regular
Marvel,"ANDERS, JOSHUA RICHI",18,8.43832159619281e-05,1.9022283827799966e-05,2,Regular
