Network,Modularity_Mean_Dist,Hub_Stability_Degree_Dist,Top_1_Share_Dist
US_Election,1.5327439776109804,6.363961030678961,0.5990492415242347
AU_Election,3.0039962436154557,6.363961030678961,0.3840803878423257
