Network,Sentiment_Assortativity,Real_Clustering,Random_Clustering_Theoretical,Clustering_Ratio,Significance
Marvel,0,0.7764093445729714,0.008099051772730395,95.86422785777849,High
StarWars,0,0.7496366638537817,0.12796616806327826,5.858084798499962,High
US_Election,0,0.6972437450033868,0.0005532177627518035,1260.3422954736168,High
AU_Election,0,0.6582921052951607,0.0026393459009997873,249.41486640527066,High
