Network,Modularity_Mean_Dist,Hub_Stability_Degree_Dist,Top_1_Share_Dist
US_Election,1.6391182579581378,6.363961030678961,0.5990492415242347
AU_Election,3.2000598294072833,6.363961030678961,0.3840803878423257
