Network,Modularity_Mean,Modularity_CI_Low,Modularity_CI_High
Marvel,0.42174956432537564,0.41967265087076,0.4233029168168853
StarWars,0.3381036605118237,0.33470031699754726,0.3417721250404923
US_Election,0.2829783637296706,0.2804430108177404,0.2847602332528108
AU_Election,0.19065399913729936,0.18829369977851818,0.19322005995981253
