Network,Modularity_Mean,Modularity_CI_Low,Modularity_CI_High
Marvel,0.4218043797158373,0.4201712260680058,0.42360861384800724
StarWars,0.33778490443796566,0.33497472349484014,0.3403152158822713
US_Election,0.2836611458454599,0.2825188978517686,0.28478150510160377
AU_Election,0.192443008762112,0.1911101396725331,0.19398284969746216
