Network,Modularity_Mean_Dist,Hub_Stability_Degree_Dist,Top_1_Share_Dist
US_Election,1.6181164393043261,3.7180130752712066,0.5990492415242347
AU_Election,3.153497684795802,3.7180130752712066,0.3840803878423257
