Network,Sentiment_Assortativity,Real_Clustering,Random_Clustering_Theoretical,Clustering_Ratio,Significance
Marvel,0,0.769379418369784,0.008099051772730395,94.99623412215907,High
StarWars,0,0.7496366638537817,0.12796616806327826,5.858084798499962,High
US_Election,0,0.691790833085325,0.0005532177627518035,1250.4855766818375,High
AU_Election,0,0.6569841314822276,0.0026393459009997873,248.9192989950128,High
