Network,Modularity_Mean,Modularity_CI_Low,Modularity_CI_High
Marvel,0.4225327590436582,0.42072027439531784,0.4242030051960073
StarWars,0.34002813642463786,0.33835739506687024,0.34124804248229895
US_Election,0.2834896398735546,0.28239500427864533,0.28461962717039563
AU_Election,0.19118804799053005,0.18939910142192204,0.1924845406242875
