Network,Modularity_Mean_Dist,Hub_Stability_Degree_Dist,Top_1_Share_Dist
US_Election,1.6762344019253796,1.767766952966377,0.5990492415242347
AU_Election,3.2583780312873873,1.767766952966377,0.3840803878423257
