Network,Modularity_Mean,Hub_Stability_Degree,Community_Stability_ARI
Marvel,0.42261305144234323,0.9714285714285715,0.6560655923906842
StarWars,0.34136165486602804,0.9523809523809523,0.41890354230652305
US_Election,0.2803554768511376,1.0,0.2565198553434924
AU_Election,0.19161634651923157,1.0,0.1274492051402652
