Network,Modularity_Mean_Dist,Hub_Stability_Degree_Dist,Top_1_Share_Dist
US_Election,1.7689440907295422,2.8284271247461654,0.5990492415242347
AU_Election,3.3134847006955908,2.8284271247461654,0.3840803878423257
